timestamp,service,endpoint,region,latency_ms,cpu_usage,memory_usage,queue_lag,status,error_code,severity,error_count,is_anomaly,ewma_latency,expected_base_latency,latency_deviation,ewma_latency_deviation_for_alert,ewma_alert,logdate,cusum,cusum_alert,combined_alert,persistence_score,incident_probability,priority,anomaly_score,ml_anomaly
2026-01-01 00:00:00,4,5,0,188,36.7,50.44,6,3,2,1,0,0,188.0,150,38,38.0,True,0,14.59,False,True,1,0.12,1,1,0
2026-01-01 00:00:30,6,4,0,36,54.04,58.01,9,3,2,1,0,0,98.59,100,64,53.29,True,0,55.18,False,True,2,0.18,1,1,0
2026-01-01 00:01:00,6,4,2,141,57.5,64.92,3,3,2,1,0,0,117.95,100,41,47.68,True,0,72.77,False,True,3,0.19,1,1,0
2026-01-01 00:01:30,3,5,4,57,54.69,41.29,3,3,2,1,0,0,93.89,70,13,33.99,True,0,62.36,False,True,4,0.18,1,1,0
2026-01-01 00:02:00,3,1,4,97,59.28,56.71,3,3,2,1,0,0,95.01,70,27,31.47,False,0,65.95,False,False,0,0.19,1,1,0
2026-01-01 00:02:30,6,2,1,100,50.51,59.23,8,3,2,1,0,0,96.71,100,0,20.77,False,0,42.54,False,False,0,0.16,1,1,0
2026-01-01 00:03:00,0,0,1,97,70.3,58.34,3,3,2,1,0,0,96.8,80,17,19.54,False,0,36.13,False,False,0,0.23,1,1,0
2026-01-01 00:03:30,3,2,1,85,43.77,47.12,1,3,2,1,0,0,93.05,70,15,18.09,False,0,27.72,False,False,0,0.14,1,1,0
2026-01-01 00:04:00,3,5,1,60,50.94,75.45,3,3,2,1,0,0,82.72,70,10,15.56,False,0,14.31,False,False,0,0.17,1,1,0
2026-01-01 00:04:30,2,4,3,101,61.33,52.45,4,3,2,1,0,0,88.36,130,29,19.71,False,0,19.9,False,False,0,0.2,1,1,0
2026-01-01 00:05:00,4,5,2,126,57.97,55.35,3,3,2,1,0,0,99.88,150,24,21.02,False,0,20.49,False,False,0,0.19,1,1,0
2026-01-01 00:05:30,2,4,4,133,56.34,60.16,3,3,2,1,0,0,109.96,130,3,15.54,False,0,0.08,False,False,0,0.18,1,1,0
2026-01-01 00:06:00,6,4,2,93,47.52,39.53,3,3,2,1,0,0,104.82,100,7,12.95,False,0,0.0,False,False,0,0.15,1,1,0
2026-01-01 00:06:30,5,4,1,138,46.47,60.13,0,3,2,1,0,0,114.84,120,18,14.48,False,0,0.0,False,False,0,0.15,1,1,0
2026-01-01 00:07:00,2,6,2,152,54.19,64.94,5,3,2,1,0,0,126.04,130,22,16.75,False,0,0.0,False,False,0,0.18,1,1,0
2026-01-01 00:07:30,5,4,0,140,58.7,62.11,7,3,2,1,0,0,130.24,120,20,17.72,False,0,0.0,False,False,0,0.19,1,1,0
2026-01-01 00:08:00,5,3,4,143,53.87,67.28,4,3,2,1,0,0,134.08,120,23,19.31,False,0,0.0,False,False,0,0.17,1,1,0
2026-01-01 00:08:30,2,4,1,111,62.34,65.57,4,3,2,1,0,0,127.14,130,19,19.22,False,0,0.0,False,False,0,0.2,1,1,0
2026-01-01 00:09:00,1,2,2,175,53.6,61.41,3,3,2,1,0,0,141.52,200,25,20.95,False,0,1.59,False,False,0,0.17,1,1,0
2026-01-01 00:09:30,3,2,1,66,48.76,50.43,2,3,2,1,0,0,118.84,70,4,15.86,False,0,0.0,False,False,0,0.16,1,1,0
2026-01-01 00:10:00,5,3,3,124,50.93,56.66,11,3,2,1,0,0,120.39,120,4,12.3,False,0,0.0,False,False,0,0.17,1,1,0
2026-01-01 00:10:30,1,2,2,187,52.63,59.19,1,3,2,1,0,0,140.38,200,13,12.51,False,0,0.0,False,False,0,0.17,1,1,0
